       0.000000000       0.500000000     386.214169826      13.548954453      13.548954453     160.564633983      81.910865754     -37.192907340      81.910865754     -37.192907340       0.025000000       0.000000000    0   10   10
       0.000025000       0.499986995     386.197607753      13.135932243      13.215589849     160.537574045      67.333838184     -29.336441635      67.641933861     -29.607856092       0.024982344       0.000000000    0    1   21
       0.000050000       0.499979539     385.706871468      12.891169599      12.935578766     160.494624746      58.069204837     -23.289812069      58.225771840     -23.325329041       0.025006281       0.000000000    0    1   20
       0.000075000       0.499938501     384.873288873      12.671326799      12.753581001     160.373164107      53.297062336     -19.275453462      52.542458108     -18.731091170       0.025038601       0.000000000    0    2   19
       0.000100000       0.499933341     383.240707406      12.513257013      12.585381218     159.820005710      49.087662493     -15.960365034      46.492344504     -14.996568406       0.025012600       0.000000000    0    2   19
       0.000125000       0.499890782     380.935518467      12.364101545      12.453798738     158.984989981      44.901868158     -12.801985643      47.300932689     -12.167955820       0.024957657       0.000000000    0    2   19
       0.000150000       0.499891388     378.306084689      12.274997495      12.320881622     158.047905724      43.460028988     -10.705524383      44.649918853     -10.103380536       0.025007758       0.000000000    0    1   18
       0.000175000       0.499874392     375.355688979      12.208766125      12.255838786     156.967629692      44.493122025      -9.022713844      45.075629882      -8.458293258       0.024975019       0.000000000    0    2   19
       0.000200000       0.499868660     371.871497484      12.178859781      12.139435941     155.696349792      43.477243310      -7.303149422      43.732725929      -6.914376153       0.024976349       0.000000000    0    2   18
       0.000225000       0.499892546     367.876702881      12.166503012      12.019114389     154.163239022      40.597767303      -6.313979416      41.484187935      -5.752812986       0.024993236       0.000000000    0    3   19
       0.000250000       0.499884010     363.723749776      12.105975727      12.036006355     152.606794966      40.230204283      -6.052443580      41.713469883      -4.967842402       0.024962604       0.000000000    0    2   20
       0.000275000       0.499885003     358.946365366      12.080629471      11.943176892     150.839751130      43.007433662      -4.806210776      40.727095500      -4.318783377       0.024971327       0.000000000    0    2   20
       0.000300000       0.499896798     354.136024778      12.017319389      11.883561644     149.040105565      40.240087128      -3.745988417      40.476428398      -3.366489833       0.025015879       0.000000000    0    3   19
       0.000325000       0.499901462     348.874502076      11.980950245      11.863234573     147.211492453      41.196261115      -3.783877342      40.432644817      -2.607068865       0.025039505       0.000000000    0    2   19
       0.000350000       0.499898360     344.178572882      11.937198128      11.801566633     145.404751656      41.294872656      -2.831585724      39.825395228      -2.025749879       0.025014041       0.000000000    0    2   20
       0.000375000       0.499899390     339.510593162      11.952023115      11.786405248     143.701770024      41.579157597      -1.689810937      38.739136945      -1.521440937       0.024978852       0.000000000    0    1   19
       0.000400000       0.499889168     334.771967957      11.842164439      11.693880285     141.953878721      40.264280751      -0.320315174      38.325180071      -1.082272192       0.024952176       0.000000000    0    1   20
       0.000425000       0.499890080     330.065606762      11.899115370      11.626357634     140.399897323      39.608849892       0.040526699      36.361048252      -0.677136136       0.024925054       0.000000000    0    2   20
       0.000450000       0.499887350     325.356357002      11.906310033      11.670560398     138.887876149      40.929002426       0.169328931      36.829039368      -0.367138182       0.024891538       0.000000000    0    2   22
       0.000475000       0.499866905     320.826429546      11.852333528      11.590799050     137.419286139      40.836610508       0.563041640      36.766114080      -0.267723724       0.024904039       0.000000000    0    2   22
       0.000500000       0.499845227     316.500042359      11.732215252      11.539176830     136.037356881      38.215366514       0.452719708      35.604921305      -0.068859471       0.024919305       0.000000000    0    2   23
       0.000525000       0.499841624     312.470663219      11.696231847      11.494239913     134.787701837      37.107826537       0.583684912      36.540177038       0.101291722       0.024910792       0.000000000    0    3   24
       0.000550000       0.499830725     308.466344160      11.659662430      11.492987882     133.558878933      37.747337366       0.647777734      38.171875185       0.338394459       0.024899704       0.000000000    1    0   25
       0.000575000       0.499837870     304.515686673      11.648731408      11.456823166     132.483868716      36.080420230       0.522747797      37.837740075       0.368159082       0.024934660       0.000000000    0    2   27
       0.000600000       0.499819949     300.851223452      11.608578439      11.398331702     131.528209360      35.569032042       0.620326021      35.888361581       0.405441232       0.024979233       0.000000000    0    2   29
       0.000625000       0.499800845     297.664662262      11.629981568      11.400327135     130.666328709      37.929503863       0.733840518      36.055677927       0.467457516       0.024960543       0.000000000    0    2   32
       0.000650000       0.499791679     294.757726740      11.612556860      11.339063590     129.844527910      36.116028901       0.735983824      34.674060817       0.528303043       0.024939629       0.000000000    0    2   32
