       0.0000000          0.18545600E-03       0.0000000          0.81328278E-03     0   100   100      0.19998750          0.32060754E-01
      0.99000000          0.18736967E-03       0.0000000          0.82169811E-03     0    85   114      0.19998580          0.32375269E-01
       1.9800000          0.18945824E-03       0.0000000          0.83088165E-03     0    79   120      0.19998473          0.32724757E-01
       2.9700000          0.19160748E-03       0.0000000          0.84034255E-03     0    79   122      0.19998174          0.33082159E-01
       3.9600000          0.19372367E-03       0.0000000          0.84964577E-03     0    75   127      0.19998873          0.33448260E-01
       4.9500000          0.19579397E-03       0.0000000          0.85874570E-03     0    74   128      0.19998548          0.33785468E-01
       5.9400000          0.19799165E-03       0.0000000          0.86840547E-03     0    72   134      0.19998456          0.34149657E-01
       6.9300000          0.20012449E-03       0.0000000          0.87776822E-03     0    69   130      0.19997762          0.34492360E-01
       7.9200000          0.20238877E-03       0.0000000          0.88772910E-03     0    74   128      0.19997946          0.34881096E-01
       8.9100000          0.20455381E-03       0.0000000          0.89723994E-03     0    73   132      0.19997702          0.35239189E-01
       9.9000000          0.20687557E-03       0.0000000          0.90745578E-03     0    71   131      0.19998232          0.35641524E-01
       10.890000          0.20903727E-03       0.0000000          0.91694865E-03     0    68   133      0.19997539          0.35987589E-01
       11.880000          0.21149353E-03       0.0000000          0.92775595E-03     0    70   135      0.19998032          0.36408266E-01
       12.870000          0.21378554E-03       0.0000000          0.93787507E-03     0    66   136      0.19998842          0.36811980E-01
       13.860000          0.21626514E-03       0.0000000          0.94879905E-03     0    68   135      0.19998799          0.37227828E-01
       14.850000          0.21859145E-03       0.0000000          0.95905770E-03     0    67   139      0.19998898          0.37621843E-01
       15.840000          0.22117031E-03       0.0000000          0.97039423E-03     0    67   136      0.19998912          0.38049639E-01
       16.830000          0.22349367E-03       0.0000000          0.98058179E-03     0    65   135      0.19998235          0.38416973E-01
       17.820000          0.22608341E-03       0.0000000          0.99197319E-03     0    67   132      0.19999023          0.38863577E-01
       18.810000          0.22860392E-03       0.0000000          0.10030561E-02     0    67   134      0.19999298          0.39288742E-01
       19.800000          0.23114893E-03       0.0000000          0.10142327E-02     0    65   136      0.19999779          0.39717619E-01
       20.790000          0.23372869E-03       0.0000000          0.10255673E-02     0    63   134      0.19999900          0.40149964E-01
       21.780000          0.23642955E-03       0.0000000          0.10373968E-02     0    60   136      0.19999443          0.40581622E-01
       22.770000          0.23904947E-03       0.0000000          0.10488936E-02     0    65   135      0.19999591          0.41020714E-01
       23.760000          0.24181552E-03       0.0000000          0.10610324E-02     0    67   134      0.20000344          0.41491742E-01
       24.750000          0.24444626E-03       0.0000000          0.10725817E-02     0    68   136      0.19999767          0.41918831E-01
       25.740000          0.24718864E-03       0.0000000          0.10846212E-02     0    67   134      0.19999368          0.42367737E-01
       26.730000          0.24999195E-03       0.0000000          0.10969390E-02     0    71   135      0.20000111          0.42843927E-01
       27.720000          0.25288649E-03       0.0000000          0.11096438E-02     0    71   133      0.19999825          0.43315004E-01
       28.710000          0.25574591E-03       0.0000000          0.11222007E-02     0    68   130      0.19999848          0.43787424E-01
       29.700000          0.25852888E-03       0.0000000          0.11343916E-02     0    69   133      0.19999007          0.44222297E-01
       30.690000          0.26150507E-03       0.0000000          0.11474305E-02     0    68   131      0.19999459          0.44714301E-01
       31.680000          0.26455089E-03       0.0000000          0.11607603E-02     0    63   133      0.20000053          0.45218526E-01
       32.670000          0.26750874E-03       0.0000000          0.11737241E-02     0    68   136      0.19999600          0.45696959E-01
       33.660000          0.27060626E-03       0.0000000          0.11872598E-02     0    67   133      0.19999471          0.46187376E-01
       34.650000          0.27379894E-03       0.0000000          0.12012534E-02     0    68   132      0.19999972          0.46710327E-01
       35.640000          0.27693318E-03       0.0000000          0.12149841E-02     0    68   131      0.20000278          0.47228487E-01
       36.630000          0.28004505E-03       0.0000000          0.12285584E-02     0    71   131      0.19999584          0.47712201E-01
       37.620000          0.28327608E-03       0.0000000          0.12426818E-02     0    73   131      0.20000194          0.48241911E-01
       38.610000          0.28649852E-03       0.0000000          0.12567953E-02     0    70   136      0.19999448          0.48753264E-01
       39.600000          0.28999561E-03       0.0000000          0.12720640E-02     0    65   134      0.19999589          0.49312503E-01
       40.590000          0.29338819E-03       0.0000000          0.12868874E-02     0    68   134      0.19999079          0.49848873E-01
       41.580000          0.29690516E-03       0.0000000          0.13022554E-02     0    70   133      0.19999284          0.50415830E-01
       42.570000          0.30037841E-03       0.0000000          0.13173968E-02     0    66   132      0.19999566          0.50967193E-01
       43.560000          0.30381364E-03       0.0000000          0.13323474E-02     0    67   132      0.19999229          0.51494396E-01
       44.550000          0.30732480E-03       0.0000000          0.13476503E-02     0    69   136      0.19998171          0.52032641E-01
       45.540000          0.31092740E-03       0.0000000          0.13633459E-02     0    68   135      0.19999006          0.52613041E-01
       46.530000          0.31450782E-03       0.0000000          0.13788964E-02     0    63   132      0.19998905          0.53177617E-01
       47.520000          0.31813024E-03       0.0000000          0.13946691E-02     0    71   132      0.19998903          0.53750961E-01
       48.510000          0.32194481E-03       0.0000000          0.14112283E-02     0    71   136      0.19999312          0.54349379E-01
       49.500000          0.32572828E-03       0.0000000          0.14276807E-02     0    70   139      0.19999701          0.54946516E-01
       50.490000          0.32963016E-03       0.0000000          0.14446752E-02     0    66   138      0.20000097          0.55561838E-01
       51.480000          0.33358882E-03       0.0000000          0.14618653E-02     0    61   135      0.19999023          0.56154357E-01
       52.470000          0.33761782E-03       0.0000000          0.14793078E-02     0    61   131      0.19999231          0.56770396E-01
       53.460000          0.34180889E-03       0.0000000          0.14974395E-02     0    67   133      0.19998935          0.57405516E-01
       54.450000          0.34597032E-03       0.0000000          0.15154998E-02     0    69   134      0.20000168          0.58068686E-01
       55.440000          0.34998509E-03       0.0000000          0.15328840E-02     0    72   135      0.19999727          0.58683344E-01
       56.430000          0.35420126E-03       0.0000000          0.15510949E-02     0    69   133      0.20000022          0.59334305E-01
       57.420000          0.35854368E-03       0.0000000          0.15699070E-02     0    65   132      0.20000493          0.60006272E-01
       58.410000          0.36298813E-03       0.0000000          0.15891166E-02     0    68   132      0.20000412          0.60676367E-01
       59.400000          0.36752303E-03       0.0000000          0.16087326E-02     0    70   132      0.19999636          0.61355471E-01
       60.390000          0.37216393E-03       0.0000000          0.16287110E-02     0    69   130      0.19999685          0.62042360E-01
       61.380000          0.37683220E-03       0.0000000          0.16487949E-02     0    69   134      0.19998434          0.62711154E-01
       62.370000          0.38134347E-03       0.0000000          0.16681585E-02     0    65   134      0.19997885          0.63374551E-01
       63.360000          0.38609268E-03       0.0000000          0.16886373E-02     0    63   135      0.19997994          0.64083852E-01
       64.350000          0.39087466E-03       0.0000000          0.17092075E-02     0    67   133      0.19997645          0.64796860E-01
       65.340000          0.39579285E-03       0.0000000          0.17303354E-02     0    70   141      0.19998034          0.65519591E-01
       66.330000          0.40080835E-03       0.0000000          0.17518726E-02     0    66   133      0.19998157          0.66258718E-01
       67.320000          0.40594936E-03       0.0000000          0.17738923E-02     0    67   129      0.19997821          0.66994088E-01
       68.310000          0.41130542E-03       0.0000000          0.17967915E-02     0    66   131      0.19998662          0.67782555E-01
       69.300000          0.41641213E-03       0.0000000          0.18186311E-02     0    68   136      0.19998636          0.68521895E-01
       70.290000          0.42155375E-03       0.0000000          0.18406518E-02     0    67   133      0.19998364          0.69260163E-01
       71.280000          0.42709589E-03       0.0000000          0.18643537E-02     0    69   134      0.19997909          0.70045815E-01
       72.270000          0.43243469E-03       0.0000000          0.18871812E-02     0    61   138      0.19997872          0.70814220E-01
       73.260000          0.43838843E-03       0.0000000          0.19126839E-02     0    62   134      0.19998808          0.71685471E-01
       74.250000          0.44434443E-03       0.0000000          0.19380596E-02     0    61   133      0.19999367          0.72530672E-01
       75.240000          0.45010050E-03       0.0000000          0.19625948E-02     0    61   131      0.20000177          0.73353749E-01
       76.230000          0.45597413E-03       0.0000000          0.19876694E-02     0    66   132      0.20000946          0.74195120E-01
       77.220000          0.46215716E-03       0.0000000          0.20140112E-02     0    69   133      0.20001028          0.75062965E-01
       78.210000          0.46808456E-03       0.0000000          0.20391177E-02     0    69   137      0.19998940          0.75849815E-01
       79.200000          0.47444383E-03       0.0000000          0.20660282E-02     0    71   133      0.19998188          0.76705292E-01
       80.190000          0.48101759E-03       0.0000000          0.20939656E-02     0    71   132      0.19997512          0.77597994E-01
       81.180000          0.48764089E-03       0.0000000          0.21221061E-02     0    65   130      0.19998182          0.78513786E-01
       82.170000          0.49439787E-03       0.0000000          0.21507808E-02     0    70   131      0.19998655          0.79435107E-01
       83.160000          0.50101691E-03       0.0000000          0.21787979E-02     0    71   132      0.19997944          0.80320253E-01
       84.150000          0.50810185E-03       0.0000000          0.22087720E-02     0    71   133      0.19997906          0.81266210E-01
       85.140000          0.51520416E-03       0.0000000          0.22387921E-02     0    72   136      0.19999575          0.82228922E-01
       86.130000          0.52233505E-03       0.0000000          0.22688763E-02     0    68   138      0.19998442          0.83163928E-01
       87.120000          0.52982979E-03       0.0000000          0.23005564E-02     0    68   130      0.19998450          0.84152063E-01
       88.110000          0.53707423E-03       0.0000000          0.23312176E-02     0    71   136      0.19999075          0.85111640E-01
       89.100000          0.54478416E-03       0.0000000          0.23636844E-02     0    69   133      0.19998455          0.86101630E-01
       90.090000          0.55285602E-03       0.0000000          0.23977298E-02     0    66   135      0.19999307          0.87146595E-01
       91.080000          0.56073705E-03       0.0000000          0.24310880E-02     0    70   132      0.19999416          0.88169021E-01
       92.070000          0.56863947E-03       0.0000000          0.24643679E-02     0    69   133      0.19999613          0.89177693E-01
       93.060000          0.57710532E-03       0.0000000          0.24999683E-02     0    69   133      0.19999062          0.90240688E-01
       94.050000          0.58574498E-03       0.0000000          0.25362378E-02     0    67   132      0.19998392          0.91316733E-01
       95.040000          0.59448505E-03       0.0000000          0.25731351E-02     0    68   135      0.19999416          0.92434763E-01
       96.030000          0.60323139E-03       0.0000000          0.26101295E-02     0    68   140      0.19999303          0.93527692E-01
       97.020000          0.61224203E-03       0.0000000          0.26480058E-02     0    66   134      0.19998245          0.94628679E-01
       98.010000          0.62196129E-03       0.0000000          0.26889750E-02     0    69   132      0.19998448          0.95823131E-01
       99.000000          0.63136851E-03       0.0000000          0.27285033E-02     0    70   138      0.19998783          0.96970759E-01
       99.990000          0.64072481E-03       0.0000000          0.27680170E-02     0    68   132      0.19998111          0.98099856E-01
       100.98000          0.65081056E-03       0.0000000          0.28106622E-02     0    67   136      0.19998354          0.99323884E-01
       101.97000          0.66075825E-03       0.0000000          0.28526246E-02     0    68   139      0.19998373          0.10050177    
       102.96000          0.67125507E-03       0.0000000          0.28969347E-02     0    68   136      0.19999085          0.10175514    
