       0.000000000       0.500000000     386.173512764      14.689109153      14.689109153     160.354055654     245.572642937    -127.182070427     245.572642937    -127.182070427       0.025000000       0.000000000    0   60   60
       0.000002778       0.500000986     386.216438528      14.510423007      14.490771307     160.380708633     197.117503975    -102.318506390     196.844167418    -101.868371262       0.024996427       0.000000000    0   37   85
       0.000005556       0.499994058     386.246599683      14.383329015      14.376535351     160.434097835     165.900089055     -84.794145829     166.328903739     -84.514818473       0.024997406       0.000000000    0   36   85
       0.000008333       0.499989599     386.270140670      14.290845827      14.301471688     160.471839794     145.101262804     -72.706528442     145.121336902     -72.697858637       0.024995559       0.000000000    0   35   85
       0.000011111       0.499986577     386.272205219      14.200304492      14.209682005     160.492705248     128.523247295     -63.765622407     129.192048553     -64.370626645       0.024997243       0.000000000    0   36   83
       0.000013889       0.499984685     386.272288547      14.112106579      14.135068220     160.507890189     117.914313606     -56.844752860     117.434318748     -56.995385280       0.025000008       0.000000000    0   36   86
       0.000016667       0.499980606     386.277742389      14.035518068      14.078149408     160.527836515     107.994386748     -51.608631186     108.669569449     -51.668343429       0.024998614       0.000000000    0   38   83
       0.000019444       0.499979168     386.265079033      13.968328286      14.017589338     160.534401806     100.910885232     -47.330690740     101.122220456     -47.849318688       0.024998392       0.000000000    0   37   80
       0.000022222       0.499977666     386.253560685      13.910312422      13.956822485     160.541886973      95.436800354     -43.758478758      96.400957410     -44.631895279       0.025000291       0.000000000    0   39   82
       0.000025000       0.499975832     386.238232127      13.852662201      13.894947743     160.548757553      91.600164152     -40.911734243      91.128391522     -41.352263627       0.024996620       0.000000000    0   37   82
       0.000027778       0.499973135     386.215919443      13.790751550      13.844915686     160.551822939      86.180787160     -37.703223230      86.609481828     -38.530027166       0.024997668       0.000000000    0   36   80
       0.000030556       0.499972084     386.182844869      13.740555892      13.792551407     160.550034979      83.185771866     -35.355004130      83.580685473     -36.576640985       0.024998432       0.000000000    0   36   82
       0.000033333       0.499971056     386.137800863      13.680580803      13.750876737     160.539124990      79.897477970     -33.315244510      80.544580748     -34.276361099       0.024998953       0.000000000    0   36   81
       0.000036111       0.499969377     386.084542669      13.651484234      13.708668520     160.525333237      77.930683493     -31.933719084      78.052398206     -32.249556892       0.024998061       0.000000000    0   35   81
       0.000038889       0.499969123     386.035232454      13.606594616      13.667928704     160.512119747      74.655980059     -30.325365088      75.878568112     -31.291003156       0.024998829       0.000000000    0   40   84
